701,100,5.0
701,237,5.0
701,272,5.0
701,751,4.0
701,311,5.0
701,285,5.0
701,344,3.0
701,326,4.0
701,255,3.0
701,19,5.0
701,292,4.0
701,127,4.0
701,124,5.0
701,328,4.0
700,180,3.0
699,1375,3.0
699,479,3.0
699,304,4.0
699,3,3.0
699,748,2.0
699,473,3.0
699,413,3.0
699,283,4.0
699,1009,4.0
699,9,2.0
699,977,2.0
699,1028,2.0
699,286,3.0
699,14,3.0
699,591,2.0
699,118,4.0
699,50,3.0
699,252,4.0
699,325,5.0
699,596,3.0
699,870,3.0
699,24,3.0
699,121,3.0
698,709,4.0
698,855,2.0
698,1063,2.0
697,683,1.0
697,682,2.0
697,276,5.0
697,7,5.0
697,129,5.0
697,283,5.0
697,9,4.0
697,282,4.0
697,287,4.0
697,1089,3.0
697,286,4.0
697,257,5.0
697,260,3.0
697,815,3.0
697,271,4.0
697,268,5.0
697,305,5.0
697,307,4.0
697,288,2.0
697,294,4.0
697,295,3.0
697,298,4.0
697,300,5.0
697,301,5.0
697,302,5.0
697,181,4.0
697,343,4.0
697,1022,1.0
697,748,5.0
697,336,3.0
697,1012,1.0
697,742,3.0
697,895,2.0
697,326,4.0
697,325,4.0
697,876,3.0
697,331,3.0
697,1047,3.0
697,879,4.0
697,713,5.0
697,1067,5.0
697,235,4.0
697,369,5.0
697,989,2.0
697,979,5.0
697,225,3.0
697,591,4.0
697,118,3.0
697,252,1.0
697,595,4.0
697,833,3.0
697,127,5.0
697,126,5.0
697,125,3.0
697,245,3.0
697,124,5.0
697,242,5.0
697,122,4.0
697,121,4.0
696,327,4.0
696,9,5.0
696,427,5.0
695,268,5.0
695,289,2.0
694,237,4.0
694,510,5.0
694,705,5.0
694,432,4.0
694,692,4.0
694,215,3.0
694,177,5.0
694,193,4.0
694,641,4.0
694,183,5.0
694,211,5.0
693,193,4.0
693,130,1.0
693,568,4.0
692,1040,2.0
691,478,4.0
691,50,4.0
691,772,5.0
691,185,5.0
691,98,4.0
691,748,4.0
691,79,5.0
691,672,1.0
690,69,5.0
690,274,3.0
690,655,4.0
690,443,3.0
690,98,5.0
690,197,4.0
690,585,2.0
690,554,3.0
690,376,3.0
690,284,4.0
690,53,2.0
690,1210,3.0
690,127,4.0
690,1042,4.0
690,56,4.0
690,240,1.0
690,120,1.0
689,1,3.0
689,328,5.0
689,260,3.0
689,151,3.0
689,15,5.0
688,754,5.0
688,682,5.0
688,307,4.0
687,264,3.0
687,879,3.0
686,23,5.0
685,334,1.0
685,991,1.0
685,886,1.0
684,756,4.0
683,302,5.0
682,551,2.0
682,748,3.0
682,1039,4.0
682,67,4.0
682,351,4.0
682,556,2.0
682,1225,4.0
682,1028,3.0
682,395,3.0
682,940,2.0
682,1410,3.0
682,1048,3.0
682,1118,3.0
682,801,3.0
682,562,2.0
682,932,1.0
682,693,3.0
682,147,1.0
682,89,4.0
682,151,5.0
682,518,4.0
682,174,4.0
682,96,4.0
682,232,3.0
682,585,4.0
682,109,3.0
682,47,1.0
682,288,4.0
682,187,5.0
682,772,4.0
682,427,4.0
682,293,4.0
682,769,2.0
682,249,3.0
682,58,3.0
682,245,3.0
682,62,3.0
682,423,5.0
681,292,4.0
681,750,5.0
681,328,3.0
680,137,4.0
680,1,4.0
680,117,4.0
680,257,4.0
680,203,3.0
680,143,4.0
680,286,4.0
680,318,5.0
679,111,3.0
679,69,4.0
679,204,3.0
679,132,4.0
679,172,5.0
678,237,3.0
677,307,5.0
677,475,4.0
677,988,4.0
677,748,4.0
677,286,1.0
677,14,1.0
677,288,5.0
677,1049,3.0
677,289,1.0
677,117,4.0
677,222,4.0
677,457,1.0
677,148,4.0
676,948,1.0
676,168,5.0
676,520,4.0
676,114,5.0
676,682,1.0
676,895,1.0
675,650,5.0
675,286,4.0
674,125,5.0
673,528,5.0
672,237,2.0
672,1190,2.0
672,1023,2.0
672,281,3.0
672,1061,4.0
672,15,3.0
672,220,2.0
672,50,3.0
672,321,4.0
672,127,4.0
672,874,4.0
672,815,4.0
672,931,1.0
672,756,2.0
672,269,3.0
671,55,3.0
670,479,5.0
670,175,2.0
670,650,2.0
670,232,3.0
670,705,5.0
670,1299,4.0
670,161,2.0
670,199,4.0
670,228,5.0
670,135,3.0
670,15,4.0
670,186,4.0
670,969,2.0
670,191,4.0
670,417,4.0
670,144,4.0
670,603,5.0
670,480,5.0
670,657,5.0
670,482,5.0
669,190,3.0
669,505,3.0
669,323,1.0
669,22,3.0
669,657,5.0
669,521,4.0
669,121,3.0
669,269,3.0
668,902,2.0
668,403,4.0
668,367,5.0
668,347,4.0
667,137,3.0
667,9,5.0
666,1451,3.0
666,206,4.0
665,410,3.0
665,475,3.0
665,473,4.0
665,282,4.0
665,79,3.0
665,1225,2.0
665,346,2.0
665,194,3.0
665,222,3.0
665,393,3.0
665,257,3.0
665,216,4.0
665,815,4.0
665,89,4.0
665,328,4.0
665,239,3.0
665,238,4.0
665,33,2.0
665,369,4.0
665,98,4.0
665,234,3.0
665,96,3.0
665,97,2.0
665,432,4.0
665,1061,4.0
665,378,3.0
665,186,4.0
665,427,5.0
665,293,4.0
665,294,2.0
665,660,4.0
665,127,4.0
665,125,4.0
665,298,3.0
665,418,4.0
665,56,5.0
665,183,4.0
665,181,4.0
664,70,3.0
664,469,3.0
664,12,5.0
664,286,4.0
664,285,5.0
664,14,4.0
664,134,5.0
664,153,4.0
664,805,5.0
664,222,3.0
664,223,4.0
664,458,3.0
664,157,3.0
664,764,4.0
664,321,3.0
664,212,4.0
664,209,4.0
664,450,3.0
664,149,3.0
664,328,3.0
664,268,3.0
664,151,4.0
664,516,5.0
664,169,5.0
664,655,3.0
664,649,4.0
664,173,4.0
664,582,1.0
664,96,3.0
664,172,5.0
664,162,4.0
664,229,3.0
664,496,5.0
664,497,3.0
664,47,4.0
664,522,3.0
664,45,4.0
664,792,4.0
664,187,5.0
664,118,3.0
664,58,4.0
664,663,4.0
664,481,5.0
664,182,4.0
664,778,3.0
664,657,5.0
664,302,4.0
664,482,5.0
663,351,2.0
663,258,3.0
663,318,4.0
662,1380,2.0
662,246,5.0
662,591,4.0
661,238,4.0
661,652,2.0
661,1035,3.0
661,615,4.0
661,506,3.0
661,514,3.0
661,515,5.0
661,501,4.0
661,471,4.0
661,79,5.0
661,427,4.0
661,86,4.0
661,219,2.0
661,178,4.0
661,298,3.0
661,215,3.0
661,210,5.0
661,121,2.0
661,727,4.0
660,68,4.0
660,2,2.0
660,8,2.0
660,195,4.0
660,135,4.0
660,392,2.0
660,159,1.0
660,265,2.0
660,215,3.0
660,208,4.0
660,449,3.0
660,238,3.0
660,786,1.0
660,174,4.0
660,97,3.0
660,313,4.0
660,434,3.0
660,797,2.0
660,106,2.0
660,186,3.0
660,250,4.0
660,428,4.0
660,179,4.0
660,657,2.0
660,183,2.0
660,122,1.0
660,62,2.0
660,121,2.0
660,120,1.0
659,212,4.0
659,210,5.0
659,202,4.0
658,50,4.0
657,7,3.0
656,903,2.0
656,322,1.0
656,689,2.0
655,956,3.0
655,1100,3.0
655,1643,5.0
655,273,4.0
655,1103,3.0
655,474,3.0
655,1490,2.0
655,279,3.0
655,64,4.0
655,4,2.0
655,200,4.0
655,1098,3.0
655,1161,3.0
655,196,3.0
655,15,3.0
655,762,2.0
655,1479,2.0
655,566,3.0
655,221,3.0
655,806,3.0
655,1170,3.0
655,1171,3.0
655,155,4.0
655,1118,3.0
655,631,4.0
655,21,2.0
655,385,3.0
655,690,2.0
655,239,2.0
655,1255,3.0
655,170,3.0
655,578,2.0
655,375,2.0
655,237,3.0
655,1600,3.0
655,500,2.0
655,914,3.0
655,1063,3.0
655,288,3.0
655,772,3.0
655,1149,3.0
655,359,3.0
655,734,3.0
655,781,1.0
655,847,2.0
655,604,4.0
654,118,2.0
654,169,5.0
654,4,4.0
654,54,3.0
654,748,4.0
654,736,5.0
654,109,3.0
654,689,3.0
653,204,4.0
653,1035,2.0
652,300,4.0
652,125,2.0
652,307,4.0
651,116,2.0
650,403,3.0
650,198,4.0
650,554,2.0
650,674,4.0
650,404,3.0
650,195,4.0
650,620,2.0
650,134,5.0
650,1031,3.0
650,155,2.0
650,212,3.0
650,1247,1.0
650,576,1.0
650,715,3.0
650,506,3.0
650,173,5.0
650,232,3.0
650,97,3.0
650,231,2.0
650,498,4.0
650,55,4.0
650,191,4.0
650,54,2.0
650,528,3.0
650,431,3.0
650,430,4.0
650,179,2.0
650,780,2.0
650,898,3.0
650,483,5.0
650,659,3.0
649,254,4.0
649,678,3.0
649,1,5.0
649,298,4.0
649,117,5.0
649,250,3.0
648,357,2.0
648,566,4.0
648,154,5.0
648,38,5.0
648,323,5.0
648,507,1.0
648,840,1.0
648,161,3.0
648,498,3.0
648,180,1.0
648,1060,2.0
647,71,4.0
646,259,3.0
646,751,2.0
646,323,3.0
646,682,3.0
646,315,4.0
646,349,2.0
646,346,2.0
646,895,3.0
645,172,4.0
645,513,5.0
644,330,4.0
643,679,3.0
643,571,3.0
643,794,3.0
643,96,5.0
643,845,3.0
642,1032,4.0
642,1311,3.0
642,955,3.0
642,739,5.0
642,131,3.0
642,133,5.0
642,1028,4.0
642,742,5.0
642,623,4.0
642,13,4.0
642,404,3.0
642,1030,4.0
642,552,4.0
642,393,5.0
642,624,3.0
642,1415,4.0
642,216,3.0
642,21,5.0
642,80,5.0
642,83,5.0
642,871,3.0
642,82,5.0
642,628,3.0
642,386,5.0
642,815,4.0
642,89,2.0
642,1287,2.0
642,1047,3.0
642,790,4.0
642,233,4.0
642,110,2.0
642,383,5.0
642,166,5.0
642,378,3.0
642,427,3.0
642,596,5.0
642,734,3.0
642,419,4.0
642,125,4.0
642,1209,3.0
642,542,5.0
642,1078,5.0
642,240,3.0
641,198,5.0
640,827,3.0
639,275,4.0
639,510,3.0
639,511,4.0
639,381,2.0
639,1194,5.0
639,647,3.0
639,194,4.0
639,488,4.0
639,83,4.0
639,242,4.0
639,778,5.0
639,423,2.0
639,60,3.0
638,685,4.0
638,29,2.0
638,450,1.0
638,96,4.0
637,471,2.0
637,676,3.0
637,291,4.0
637,596,2.0
637,740,2.0
636,106,4.0
635,276,3.0
634,1067,4.0
634,985,4.0
634,546,4.0
634,313,5.0
634,283,2.0
634,678,2.0
634,315,5.0
634,281,4.0
634,676,4.0
634,1199,1.0
634,285,4.0
634,14,3.0
634,762,3.0
634,50,4.0
634,290,3.0
634,597,4.0
634,127,5.0
634,932,3.0
634,1142,3.0
634,125,4.0
634,124,3.0
634,122,3.0
634,845,3.0
633,1046,4.0
632,68,1.0
632,763,3.0
632,98,4.0
632,191,5.0
632,159,3.0
632,22,4.0
632,432,3.0
632,196,3.0
632,176,3.0
632,132,5.0
632,28,3.0
632,210,5.0
631,313,4.0
631,873,2.0
631,310,4.0
630,258,3.0
630,125,3.0
630,257,3.0
630,412,1.0
630,181,3.0
630,871,2.0
629,286,4.0
628,330,5.0
628,333,5.0
627,550,1.0
627,685,3.0
627,4,2.0
627,546,3.0
627,7,5.0
627,276,2.0
627,402,3.0
627,9,4.0
627,11,4.0
627,12,4.0
627,947,3.0
627,553,3.0
627,941,3.0
627,1478,3.0
627,566,3.0
627,939,3.0
627,802,2.0
627,144,2.0
627,385,2.0
627,27,3.0
627,26,3.0
627,690,5.0
627,808,2.0
627,28,3.0
627,568,2.0
627,1135,3.0
627,518,4.0
627,33,1.0
627,526,4.0
627,521,2.0
627,47,2.0
627,318,5.0
627,288,3.0
627,289,2.0
627,55,4.0
627,191,4.0
627,1267,4.0
627,528,4.0
627,53,4.0
627,52,3.0
627,660,4.0
627,58,5.0
627,56,2.0
627,182,4.0
627,423,3.0
627,180,5.0
627,658,3.0
627,68,4.0
627,64,5.0
627,470,3.0
627,76,3.0
627,471,3.0
627,199,5.0
627,193,5.0
627,1004,4.0
627,458,3.0
627,628,4.0
627,82,4.0
627,1044,2.0
627,636,4.0
627,510,4.0
627,237,4.0
627,849,4.0
627,582,3.0
627,97,2.0
627,1194,4.0
627,230,4.0
627,586,3.0
627,228,4.0
627,227,3.0
627,729,1.0
627,117,3.0
627,358,3.0
627,597,3.0
627,1074,3.0
627,245,4.0
627,724,2.0
627,123,3.0
626,330,3.0
625,222,4.0
625,692,3.0
625,603,4.0
625,257,4.0
625,1020,3.0
625,151,3.0
624,237,4.0
623,288,1.0
623,435,5.0
622,298,4.0
622,161,3.0
622,7,5.0
621,154,5.0
621,117,5.0
621,751,4.0
621,398,2.0
621,82,5.0
621,383,2.0
621,147,3.0
621,539,1.0
620,1035,4.0
620,432,4.0
620,404,4.0
620,15,5.0
620,82,5.0
620,993,5.0
620,928,5.0
620,240,5.0
620,931,3.0
620,121,5.0
620,91,2.0
620,181,4.0
620,930,2.0
619,849,2.0
619,96,5.0
619,350,3.0
619,403,5.0
619,825,2.0
619,187,5.0
619,566,4.0
619,188,4.0
619,82,5.0
619,720,4.0
619,245,4.0
619,56,3.0
619,29,1.0
618,746,2.0
618,684,3.0
618,33,2.0
618,371,3.0
618,233,3.0
618,203,3.0
618,143,4.0
618,676,2.0
618,318,5.0
618,15,3.0
618,462,2.0
618,50,5.0
618,190,4.0
618,52,3.0
618,124,1.0
618,88,4.0
618,31,4.0
617,675,4.0
617,669,1.0
616,288,4.0
616,339,3.0
616,1313,4.0
616,678,2.0
616,245,3.0
616,301,3.0
616,269,4.0
615,1065,4.0
615,736,5.0
615,640,3.0
615,135,4.0
615,14,5.0
615,194,5.0
615,259,1.0
615,699,3.0
615,332,2.0
615,300,4.0
615,638,5.0
615,423,5.0
615,268,4.0
615,211,5.0
614,289,2.0
614,9,4.0
614,717,4.0
614,287,3.0
614,546,1.0
614,286,2.0
613,64,5.0
612,25,3.0
612,237,3.0
612,322,3.0
612,15,4.0
611,299,1.0
610,216,4.0
610,50,4.0
609,750,4.0
608,162,3.0
607,462,4.0
606,1016,3.0
606,161,4.0
606,55,4.0
606,428,3.0
606,939,4.0
606,225,1.0
605,137,5.0
604,183,3.0
603,50,5.0
603,21,3.0
603,172,5.0
603,748,5.0
603,313,5.0
603,230,4.0
603,11,5.0
603,1483,5.0
603,12,5.0
602,895,3.0
602,118,3.0
601,504,4.0
601,234,1.0
601,140,1.0
601,99,3.0
601,230,4.0
601,436,4.0
601,47,3.0
601,431,4.0
601,127,4.0
601,419,4.0
601,418,2.0
601,208,4.0
601,421,1.0
601,210,4.0
601,241,4.0
600,27,3.0
599,274,5.0
599,1,4.0
599,476,4.0
599,1277,4.0
599,934,3.0
599,280,5.0
599,319,2.0
598,259,3.0
598,751,3.0
598,898,4.0
598,260,3.0
598,538,4.0
598,748,4.0
597,225,4.0
597,24,3.0
596,682,4.0
595,246,4.0
595,1094,3.0
595,369,3.0
595,717,2.0
594,127,4.0
594,222,4.0
594,286,3.0
594,181,3.0
594,515,5.0
593,238,4.0
593,50,4.0
593,845,3.0
592,1039,4.0
591,508,4.0
591,655,4.0
591,580,2.0
591,64,5.0
591,615,4.0
591,923,4.0
591,514,4.0
591,921,4.0
591,283,4.0
591,382,4.0
591,856,4.0
591,79,4.0
591,86,5.0
591,48,4.0
591,191,5.0
591,127,4.0
591,603,5.0
591,934,3.0
591,26,3.0
591,451,3.0
591,300,3.0
590,864,1.0
590,126,5.0
590,124,5.0
590,286,5.0
589,334,1.0
589,243,3.0
589,682,4.0
589,294,5.0
589,895,5.0
588,1219,2.0
588,202,1.0
588,97,2.0
588,1039,4.0
588,584,3.0
588,468,3.0
588,315,4.0
588,161,4.0
588,742,4.0
588,1091,4.0
588,289,2.0
588,832,1.0
588,117,4.0
588,699,4.0
588,697,5.0
588,542,3.0
587,687,1.0
587,307,4.0
587,308,3.0
587,749,2.0
587,681,2.0
587,748,1.0
587,888,3.0
587,312,2.0
587,914,4.0
587,1625,4.0
587,258,4.0
587,358,3.0
587,325,5.0
587,260,4.0
587,873,3.0
587,333,4.0
587,877,2.0
587,301,3.0
587,271,4.0
587,688,3.0
587,328,1.0
587,268,4.0
586,204,3.0
586,1407,3.0
586,235,3.0
586,202,4.0
586,978,2.0
586,77,3.0
586,468,3.0
586,161,5.0
586,496,3.0
586,467,4.0
586,195,4.0
586,187,4.0
586,153,2.0
586,222,3.0
586,218,3.0
586,541,3.0
586,1042,4.0
586,148,3.0
586,31,4.0
585,1535,4.0
584,161,4.0
583,200,5.0
582,1033,2.0
582,477,4.0
582,597,3.0
582,1215,4.0
581,919,5.0
581,221,2.0
581,1353,4.0
580,125,3.0
579,211,3.0
578,246,2.0
578,245,3.0
578,325,1.0
577,1291,3.0
577,1219,3.0
577,202,4.0
577,720,4.0
577,470,5.0
577,365,5.0
577,208,4.0
577,795,3.0
577,808,3.0
577,407,4.0
577,240,3.0
577,568,3.0
576,763,3.0
575,98,4.0
574,305,3.0
574,272,4.0
574,340,1.0
574,262,5.0
574,311,4.0
574,332,3.0
574,270,3.0
574,347,3.0
574,316,4.0
574,346,4.0
574,286,3.0
573,258,4.0
573,492,4.0
573,50,4.0
573,427,4.0
573,513,4.0
573,283,4.0
573,10,4.0
573,192,4.0
573,135,4.0
572,300,4.0
572,100,3.0
572,284,3.0
571,484,4.0
570,340,3.0
569,295,3.0
568,483,5.0
568,604,4.0
567,246,4.0
567,252,1.0
567,133,4.0
567,203,4.0
566,136,4.0
566,182,4.0
566,98,4.0
566,631,4.0
565,639,5.0
564,827,3.0
563,181,4.0
563,566,4.0
562,143,5.0
562,511,2.0
562,318,3.0
561,410,1.0
561,204,3.0
561,168,4.0
561,1035,3.0
561,201,3.0
561,276,4.0
561,172,2.0
561,1529,3.0
561,417,2.0
561,179,4.0
561,693,3.0
561,56,5.0
561,209,4.0
561,31,2.0
560,1021,4.0
560,411,3.0
560,281,3.0
559,187,3.0
558,20,5.0
557,1176,5.0
557,327,3.0
557,887,3.0
556,178,5.0
556,132,5.0
556,286,4.0
556,988,1.0
555,288,3.0
554,1,3.0
554,151,4.0
554,15,4.0
553,481,3.0
552,748,4.0
551,2,2.0
551,959,5.0
551,403,3.0
551,824,1.0
551,265,4.0
551,1253,2.0
551,310,4.0
551,433,5.0
551,43,2.0
551,917,3.0
551,520,4.0
551,912,3.0
551,318,5.0
551,51,5.0
551,187,5.0
551,49,3.0
551,55,5.0
551,431,4.0
551,180,5.0
551,69,4.0
551,71,4.0
551,1039,4.0
551,76,4.0
551,1028,4.0
551,1439,5.0
551,346,4.0
551,195,5.0
551,763,5.0
551,761,1.0
551,80,1.0
551,765,1.0
551,755,4.0
551,209,5.0
551,1047,4.0
551,448,4.0
551,576,2.0
551,509,4.0
551,238,5.0
551,235,1.0
551,234,4.0
551,380,3.0
551,230,5.0
551,710,5.0
551,591,5.0
551,597,4.0
551,354,3.0
551,735,5.0
551,720,2.0
551,366,5.0
551,125,4.0
551,121,5.0
551,363,4.0
550,259,2.0
550,405,4.0
549,24,3.0
548,925,2.0
548,991,1.0
548,472,2.0
548,313,5.0
548,471,5.0
548,950,4.0
548,1013,3.0
548,346,4.0
548,316,4.0
548,1014,4.0
548,405,4.0
548,295,5.0
548,147,5.0
548,151,1.0
547,332,3.0
546,300,3.0
546,898,4.0
546,181,5.0
545,450,2.0
545,164,4.0
544,326,3.0
544,312,2.0
544,302,5.0
544,748,3.0
543,110,2.0
543,4,4.0
543,742,3.0
543,13,3.0
543,134,5.0
542,625,3.0
542,87,3.0
542,684,4.0
542,56,5.0
542,249,4.0
542,194,4.0
541,501,4.0
540,220,3.0
540,13,4.0
540,15,3.0
539,1211,3.0
539,19,5.0
539,527,4.0
538,273,3.0
538,528,5.0
538,127,5.0
538,213,3.0
538,317,4.0
538,240,2.0
538,164,3.0
537,307,3.0
537,98,3.0
537,513,4.0
537,1009,2.0
537,230,2.0
537,72,1.0
537,224,3.0
537,703,3.0
537,806,3.0
537,625,3.0
537,429,3.0
537,417,2.0
537,215,3.0
537,423,2.0
537,61,4.0
537,60,3.0
536,596,3.0
536,56,3.0
535,205,3.0
535,204,5.0
535,136,5.0
535,1,3.0
535,1101,4.0
535,277,5.0
535,471,4.0
535,284,4.0
535,223,5.0
535,237,4.0
535,518,5.0
535,504,3.0
535,98,2.0
535,39,4.0
535,514,5.0
535,507,5.0
535,919,4.0
535,435,5.0
535,166,4.0
535,318,4.0
535,971,2.0
535,427,4.0
535,489,4.0
535,488,5.0
535,836,5.0
535,657,5.0
535,121,4.0
535,60,5.0
534,1,5.0
533,1,4.0
533,237,2.0
533,97,2.0
533,1161,3.0
533,47,1.0
533,521,3.0
533,14,3.0
533,222,5.0
533,87,4.0
533,54,4.0
533,1174,3.0
533,82,4.0
533,484,3.0
533,26,3.0
533,122,1.0
533,756,4.0
532,1,5.0
532,655,5.0
532,412,2.0
532,818,2.0
532,403,4.0
532,496,5.0
532,914,5.0
532,347,4.0
532,865,2.0
532,352,3.0
532,1210,4.0
532,419,5.0
532,815,4.0
532,929,3.0
532,898,4.0
532,331,4.0
531,990,5.0
530,443,4.0
529,292,4.0
529,343,3.0
528,193,4.0
528,751,4.0
528,615,4.0
528,657,5.0
528,294,3.0
527,183,5.0
526,333,3.0
525,125,3.0
524,476,3.0
524,443,4.0
524,1184,3.0
524,654,5.0
524,751,4.0
524,513,4.0
524,311,4.0
524,748,2.0
524,435,4.0
524,198,4.0
524,12,3.0
524,318,4.0
524,22,3.0
524,416,4.0
524,92,4.0
524,451,3.0
524,423,4.0
524,210,3.0
524,607,3.0
523,1009,5.0
523,634,5.0
522,208,5.0
521,763,4.0
520,25,4.0
520,289,4.0
520,100,4.0
520,242,5.0
520,269,5.0
519,1062,5.0
519,339,3.0
519,346,4.0
518,476,4.0
518,546,4.0
518,7,3.0
518,471,3.0
518,1011,4.0
518,280,4.0
518,1028,3.0
518,13,4.0
518,14,3.0
518,763,1.0
518,222,5.0
518,25,5.0
518,147,4.0
518,713,5.0
518,237,4.0
518,924,3.0
518,236,3.0
518,106,5.0
518,591,3.0
518,288,3.0
518,118,5.0
518,291,3.0
518,126,4.0
518,1079,1.0
518,300,3.0
518,240,1.0
518,120,3.0
517,117,4.0
517,472,2.0
516,902,5.0
515,259,3.0
514,144,3.0
514,19,4.0
514,483,4.0
514,268,4.0
513,50,5.0
513,118,4.0
513,763,3.0
513,685,4.0
513,546,4.0
513,472,4.0
513,127,4.0
513,435,5.0
513,210,5.0
513,121,5.0
512,191,4.0
512,1,4.0
512,1459,4.0
511,887,5.0
510,322,3.0
509,690,3.0
508,204,3.0
508,174,4.0
508,163,3.0
508,73,3.0
508,195,3.0
508,378,5.0
508,216,5.0
508,218,2.0
508,188,4.0
508,179,4.0
508,214,3.0
508,88,3.0
508,211,3.0
507,748,5.0
506,432,4.0
506,770,3.0
505,468,4.0
505,183,3.0
505,132,5.0
505,121,4.0
505,328,4.0
505,31,4.0
504,25,4.0
504,167,3.0
504,725,3.0
504,200,4.0
504,423,4.0
504,142,3.0
503,823,2.0
503,684,4.0
503,8,5.0
503,949,3.0
503,10,5.0
503,280,1.0
503,286,3.0
503,13,3.0
